Anonymous Name,File Name,Original Size (bytes),Compressed Size (bytes),Compression Ratio
Anonymous,BIOS.bmp,,,
Anonymous,earth.bmp,,,
Anonymous,Fall.bmp,,,
Anonymous,nature.bmp,,,
Anonymous,nature_2.bmp,,,
Anonymous,pal1.bmp,,,
Anonymous,pal1bg.bmp,,,
Anonymous,pal4.bmp,,,
Anonymous,pal8gs.bmp,,,
